Category,Region,Year,Unit,Value
Softwood,Giurgiu,1994, Thousands hectares,0.3
Softwood,Giurgiu,1995, Thousands hectares,0.3
Softwood,Giurgiu,1996, Thousands hectares,0.3
Softwood,Giurgiu,1997, Thousands hectares,0.3
Softwood,Giurgiu,1998, Thousands hectares,0.3
Softwood,Giurgiu,1999, Thousands hectares,0.3
Softwood,Giurgiu,2000, Thousands hectares,0.3
Softwood,Giurgiu,2001, Thousands hectares,0.3
Softwood,Giurgiu,2002, Thousands hectares,0.3
Softwood,Giurgiu,2003, Thousands hectares,0.3
Softwood,Giurgiu,2004, Thousands hectares,0.2
Softwood,Giurgiu,2005, Thousands hectares,0.2
Softwood,Giurgiu,2006, Thousands hectares,0.2
Softwood,Giurgiu,2007, Thousands hectares,0.2
Softwood,Giurgiu,2008, Thousands hectares,0.2
Softwood,Giurgiu,2009, Thousands hectares,0.2
Softwood,Giurgiu,2010, Thousands hectares,0.2
Softwood,Giurgiu,2011, Thousands hectares,0.2
Softwood,Giurgiu,2012, Thousands hectares,0.2
Softwood,Giurgiu,2013, Thousands hectares,0.2
Softwood,Giurgiu,2014, Thousands hectares,0.2
Softwood,Giurgiu,2015, Thousands hectares,0.2
Softwood,Giurgiu,2016, Thousands hectares,0.2
Softwood,Giurgiu,2017, Thousands hectares,0.2
Softwood,Giurgiu,2018, Thousands hectares,0.2
Softwood,Giurgiu,2019, Thousands hectares,0.2
Softwood,Ialomita,1990, Thousands hectares,0.1
Softwood,Ialomita,1991, Thousands hectares,0.1
Softwood,Ialomita,1992, Thousands hectares,0.1
Softwood,Ialomita,1997, Thousands hectares,0.1
Softwood,Ialomita,1998, Thousands hectares,0.1
Softwood,Ialomita,1999, Thousands hectares,0.1
Softwood,Ialomita,2001, Thousands hectares,0.1
Softwood,Ialomita,2013, Thousands hectares,0.1
Softwood,Ialomita,2014, Thousands hectares,0.1
Softwood,Ialomita,2015, Thousands hectares,0.1
Softwood,Prahova,1990, Thousands hectares,33.6
Softwood,Prahova,1991, Thousands hectares,33.7
Softwood,Prahova,1992, Thousands hectares,33.7
Softwood,Prahova,1993, Thousands hectares,33.3
Softwood,Prahova,1994, Thousands hectares,33.2
Softwood,Prahova,1995, Thousands hectares,33.2
Softwood,Prahova,1996, Thousands hectares,33.2
Softwood,Prahova,1997, Thousands hectares,33.1
Softwood,Prahova,1998, Thousands hectares,33.1
Softwood,Prahova,1999, Thousands hectares,33.1
Softwood,Prahova,2000, Thousands hectares,33.0
Softwood,Prahova,2001, Thousands hectares,32.9
Softwood,Prahova,2002, Thousands hectares,32.8
Softwood,Prahova,2003, Thousands hectares,32.2
Softwood,Prahova,2004, Thousands hectares,32.3
Softwood,Prahova,2005, Thousands hectares,32.4
Softwood,Prahova,2006, Thousands hectares,32.3
Softwood,Prahova,2007, Thousands hectares,32.2
Softwood,Prahova,2008, Thousands hectares,32.1
Softwood,Prahova,2009, Thousands hectares,32.1
Softwood,Prahova,2010, Thousands hectares,32.2
Softwood,Prahova,2011, Thousands hectares,32.2
Softwood,Prahova,2012, Thousands hectares,32.2
Softwood,Prahova,2013, Thousands hectares,32.2
Softwood,Prahova,2014, Thousands hectares,32.7
Softwood,Prahova,2015, Thousands hectares,32.6
Softwood,Prahova,2016, Thousands hectares,32.7
Softwood,Prahova,2017, Thousands hectares,32.6
Softwood,Prahova,2018, Thousands hectares,32.6
Softwood,Prahova,2019, Thousands hectares,32.8
Softwood,Teleorman,1990, Thousands hectares,0.3
Softwood,Teleorman,1991, Thousands hectares,0.3
Softwood,Teleorman,1992, Thousands hectares,0.3
Softwood,Teleorman,1993, Thousands hectares,0.3
Softwood,Teleorman,1994, Thousands hectares,0.3
Softwood,Teleorman,1995, Thousands hectares,0.3
Softwood,Teleorman,1996, Thousands hectares,0.3
Softwood,Teleorman,1997, Thousands hectares,0.3
Softwood,Teleorman,1998, Thousands hectares,0.3
Softwood,Teleorman,1999, Thousands hectares,0.3
Softwood,Teleorman,2000, Thousands hectares,0.3
Softwood,Teleorman,2001, Thousands hectares,0.3
Softwood,Teleorman,2002, Thousands hectares,0.3
Softwood,Teleorman,2003, Thousands hectares,0.3
Softwood,Teleorman,2004, Thousands hectares,0.3
Softwood,Teleorman,2005, Thousands hectares,0.3
Softwood,Teleorman,2006, Thousands hectares,0.2
Softwood,Teleorman,2007, Thousands hectares,0.3
Softwood,Teleorman,2008, Thousands hectares,0.3
Softwood,Teleorman,2009, Thousands hectares,0.3
Softwood,Teleorman,2010, Thousands hectares,0.3
Softwood,Teleorman,2011, Thousands hectares,0.2
Softwood,Teleorman,2012, Thousands hectares,0.3
Softwood,Teleorman,2013, Thousands hectares,0.2
Softwood,Teleorman,2014, Thousands hectares,0.2
Softwood,Teleorman,2015, Thousands hectares,0.2
Softwood,Teleorman,2016, Thousands hectares,0.2
Softwood,Teleorman,2017, Thousands hectares,0.2
Softwood,Teleorman,2018, Thousands hectares,0.2
Softwood,Teleorman,2019, Thousands hectares,0.2
Softwood,Regiunea BUCURESTI - ILFOV,1990, Thousands hectares,0.1
Softwood,Regiunea BUCURESTI - ILFOV,1991, Thousands hectares,0.1
Softwood,Regiunea BUCURESTI - ILFOV,1992, Thousands hectares,0.1
Softwood,Regiunea BUCURESTI - ILFOV,1993, Thousands hectares,0.1
Softwood,Regiunea BUCURESTI - ILFOV,1994, Thousands hectares,0.1
Softwood,Regiunea BUCURESTI - ILFOV,1995, Thousands hectares,0.1
Softwood,Regiunea BUCURESTI - ILFOV,1996, Thousands hectares,0.1
Softwood,Regiunea BUCURESTI - ILFOV,1997, Thousands hectares,0.1
Softwood,Regiunea BUCURESTI - ILFOV,1998, Thousands hectares,0.1
Softwood,Regiunea BUCURESTI - ILFOV,1999, Thousands hectares,0.1
Softwood,Regiunea BUCURESTI - ILFOV,2000, Thousands hectares,0.1
Softwood,Regiunea BUCURESTI - ILFOV,2001, Thousands hectares,0.1
Softwood,Regiunea BUCURESTI - ILFOV,2002, Thousands hectares,0.1
Softwood,Regiunea BUCURESTI - ILFOV,2003, Thousands hectares,0.1
Softwood,Regiunea BUCURESTI - ILFOV,2004, Thousands hectares,0.1
Softwood,Regiunea BUCURESTI - ILFOV,2005, Thousands hectares,0.1
Softwood,Regiunea BUCURESTI - ILFOV,2006, Thousands hectares,0.1
Softwood,Regiunea BUCURESTI - ILFOV,2007, Thousands hectares,0.1
Softwood,Regiunea BUCURESTI - ILFOV,2008, Thousands hectares,0.1
Softwood,Regiunea BUCURESTI - ILFOV,2009, Thousands hectares,0.1
Softwood,Regiunea BUCURESTI - ILFOV,2010, Thousands hectares,0.1
Softwood,Regiunea BUCURESTI - ILFOV,2011, Thousands hectares,0.1
Softwood,Regiunea BUCURESTI - ILFOV,2012, Thousands hectares,0.1
Softwood,Regiunea BUCURESTI - ILFOV,2013, Thousands hectares,0.1
Softwood,Regiunea BUCURESTI - ILFOV,2014, Thousands hectares,0.1
Softwood,Regiunea BUCURESTI - ILFOV,2015, Thousands hectares,0.1
Softwood,Regiunea BUCURESTI - ILFOV,2016, Thousands hectares,0.1
Softwood,Regiunea BUCURESTI - ILFOV,2017, Thousands hectares,0.1
Softwood,Regiunea BUCURESTI - ILFOV,2018, Thousands hectares,0.1
Softwood,Regiunea BUCURESTI - ILFOV,2019, Thousands hectares,0.1
Softwood,Ilfov,1990, Thousands hectares,0.1
Softwood,Ilfov,1991, Thousands hectares,0.1
Softwood,Ilfov,1992, Thousands hectares,0.1
Softwood,Ilfov,1993, Thousands hectares,0.1
Softwood,Ilfov,1994, Thousands hectares,0.1
Softwood,Ilfov,1995, Thousands hectares,0.1
Softwood,Ilfov,1996, Thousands hectares,0.1
Softwood,Ilfov,1997, Thousands hectares,0.1
Softwood,Ilfov,1998, Thousands hectares,0.1
Softwood,Ilfov,1999, Thousands hectares,0.1
Softwood,Ilfov,2000, Thousands hectares,0.1
Softwood,Ilfov,2001, Thousands hectares,0.1
Softwood,Ilfov,2002, Thousands hectares,0.1
Softwood,Ilfov,2003, Thousands hectares,0.1
Softwood,Ilfov,2004, Thousands hectares,0.1
Softwood,Ilfov,2005, Thousands hectares,0.1
Softwood,Ilfov,2006, Thousands hectares,0.1
Softwood,Ilfov,2007, Thousands hectares,0.1
Softwood,Ilfov,2008, Thousands hectares,0.1
Softwood,Ilfov,2009, Thousands hectares,0.1
Softwood,Ilfov,2010, Thousands hectares,0.1
Softwood,Ilfov,2011, Thousands hectares,0.1
Softwood,Ilfov,2012, Thousands hectares,0.1
Softwood,Ilfov,2013, Thousands hectares,0.1
Softwood,Ilfov,2014, Thousands hectares,0.1
Softwood,Ilfov,2015, Thousands hectares,0.1
Softwood,Ilfov,2016, Thousands hectares,0.1
Softwood,Ilfov,2017, Thousands hectares,0.1
Softwood,Ilfov,2018, Thousands hectares,0.1
Softwood,Ilfov,2019, Thousands hectares,0.1
Softwood,MACROREGIUNEA PATRU,1990, Thousands hectares,294.9
Softwood,MACROREGIUNEA PATRU,1991, Thousands hectares,296.5
Softwood,MACROREGIUNEA PATRU,1992, Thousands hectares,294.3
Softwood,MACROREGIUNEA PATRU,1993, Thousands hectares,286.3
Softwood,MACROREGIUNEA PATRU,1994, Thousands hectares,284.3
Softwood,MACROREGIUNEA PATRU,1995, Thousands hectares,282.1
Softwood,MACROREGIUNEA PATRU,1996, Thousands hectares,274.5
Softwood,MACROREGIUNEA PATRU,1997, Thousands hectares,272.8
Softwood,MACROREGIUNEA PATRU,1998, Thousands hectares,268.8
Softwood,MACROREGIUNEA PATRU,1999, Thousands hectares,268.9
Softwood,MACROREGIUNEA PATRU,2000, Thousands hectares,267.4
Softwood,MACROREGIUNEA PATRU,2001, Thousands hectares,265.8
Softwood,MACROREGIUNEA PATRU,2002, Thousands hectares,266.9
Softwood,MACROREGIUNEA PATRU,2003, Thousands hectares,265.5
Softwood,MACROREGIUNEA PATRU,2004, Thousands hectares,265.2
Softwood,MACROREGIUNEA PATRU,2005, Thousands hectares,276.2
Softwood,MACROREGIUNEA PATRU,2006, Thousands hectares,271.4
Softwood,MACROREGIUNEA PATRU,2007, Thousands hectares,274.4
Softwood,MACROREGIUNEA PATRU,2008, Thousands hectares,275.8
Softwood,MACROREGIUNEA PATRU,2009, Thousands hectares,278.8
Softwood,MACROREGIUNEA PATRU,2010, Thousands hectares,278.0
Softwood,MACROREGIUNEA PATRU,2011, Thousands hectares,276.4
Softwood,MACROREGIUNEA PATRU,2012, Thousands hectares,274.4
Softwood,MACROREGIUNEA PATRU,2013, Thousands hectares,273.8
Softwood,MACROREGIUNEA PATRU,2014, Thousands hectares,271.4
Softwood,MACROREGIUNEA PATRU,2015, Thousands hectares,271.0
Softwood,MACROREGIUNEA PATRU,2016, Thousands hectares,270.8
Softwood,MACROREGIUNEA PATRU,2017, Thousands hectares,268.8
Softwood,MACROREGIUNEA PATRU,2018, Thousands hectares,263.6
Softwood,MACROREGIUNEA PATRU,2019, Thousands hectares,262.4
Softwood,Regiunea SUD-VEST OLTENIA,1990, Thousands hectares,123.7
Softwood,Regiunea SUD-VEST OLTENIA,1991, Thousands hectares,124.6
Softwood,Regiunea SUD-VEST OLTENIA,1992, Thousands hectares,122.9
Softwood,Regiunea SUD-VEST OLTENIA,1993, Thousands hectares,118.6
Softwood,Regiunea SUD-VEST OLTENIA,1994, Thousands hectares,118.0
Softwood,Regiunea SUD-VEST OLTENIA,1995, Thousands hectares,116.9
Softwood,Regiunea SUD-VEST OLTENIA,1996, Thousands hectares,117.0
Softwood,Regiunea SUD-VEST OLTENIA,1997, Thousands hectares,116.3
Softwood,Regiunea SUD-VEST OLTENIA,1998, Thousands hectares,115.6
Softwood,Regiunea SUD-VEST OLTENIA,1999, Thousands hectares,115.6
Softwood,Regiunea SUD-VEST OLTENIA,2000, Thousands hectares,114.1
Softwood,Regiunea SUD-VEST OLTENIA,2001, Thousands hectares,113.5
Softwood,Regiunea SUD-VEST OLTENIA,2002, Thousands hectares,112.2
Softwood,Regiunea SUD-VEST OLTENIA,2003, Thousands hectares,110.8
Softwood,Regiunea SUD-VEST OLTENIA,2004, Thousands hectares,110.9
Softwood,Regiunea SUD-VEST OLTENIA,2005, Thousands hectares,122.9
Softwood,Regiunea SUD-VEST OLTENIA,2006, Thousands hectares,123.9
Softwood,Regiunea SUD-VEST OLTENIA,2007, Thousands hectares,124.4
Softwood,Regiunea SUD-VEST OLTENIA,2008, Thousands hectares,125.1
Softwood,Regiunea SUD-VEST OLTENIA,2009, Thousands hectares,127.0
Softwood,Regiunea SUD-VEST OLTENIA,2010, Thousands hectares,127.1
Softwood,Regiunea SUD-VEST OLTENIA,2011, Thousands hectares,126.8
Softwood,Regiunea SUD-VEST OLTENIA,2012, Thousands hectares,126.9
Softwood,Regiunea SUD-VEST OLTENIA,2013, Thousands hectares,126.5
Softwood,Regiunea SUD-VEST OLTENIA,2014, Thousands hectares,127.8
Softwood,Regiunea SUD-VEST OLTENIA,2015, Thousands hectares,128.4
Softwood,Regiunea SUD-VEST OLTENIA,2016, Thousands hectares,127.8
Softwood,Regiunea SUD-VEST OLTENIA,2017, Thousands hectares,126.8
Softwood,Regiunea SUD-VEST OLTENIA,2018, Thousands hectares,122.5
Softwood,Regiunea SUD-VEST OLTENIA,2019, Thousands hectares,122.4
Softwood,Dolj,1990, Thousands hectares,1.1
Softwood,Dolj,1991, Thousands hectares,1.1
Softwood,Dolj,1992, Thousands hectares,1.0
Softwood,Dolj,1993, Thousands hectares,1.1
Softwood,Dolj,1994, Thousands hectares,1.1
Softwood,Dolj,1995, Thousands hectares,1.1
Softwood,Dolj,1996, Thousands hectares,1.1
Softwood,Dolj,1997, Thousands hectares,0.9
Softwood,Dolj,1998, Thousands hectares,0.9
Softwood,Dolj,1999, Thousands hectares,0.8
Softwood,Dolj,2000, Thousands hectares,0.8
Softwood,Dolj,2001, Thousands hectares,0.8
Softwood,Dolj,2002, Thousands hectares,0.8
Softwood,Dolj,2003, Thousands hectares,0.8
Softwood,Dolj,2004, Thousands hectares,0.8
Softwood,Dolj,2005, Thousands hectares,0.8
Softwood,Dolj,2006, Thousands hectares,0.8
Softwood,Dolj,2007, Thousands hectares,0.8
Softwood,Dolj,2008, Thousands hectares,0.8
Softwood,Dolj,2009, Thousands hectares,0.7
Softwood,Dolj,2010, Thousands hectares,0.8
Softwood,Dolj,2011, Thousands hectares,0.8
Softwood,Dolj,2012, Thousands hectares,0.8
Softwood,Dolj,2013, Thousands hectares,0.8
Softwood,Dolj,2014, Thousands hectares,0.8
Softwood,Dolj,2015, Thousands hectares,0.8
Softwood,Dolj,2016, Thousands hectares,0.8
Softwood,Dolj,2017, Thousands hectares,0.7
Softwood,Dolj,2018, Thousands hectares,0.7
Softwood,Dolj,2019, Thousands hectares,0.7
Softwood,Gorj,1990, Thousands hectares,31.1
Softwood,Gorj,1991, Thousands hectares,31.3
Softwood,Gorj,1992, Thousands hectares,30.1
Softwood,Gorj,1993, Thousands hectares,27.9
Softwood,Gorj,1994, Thousands hectares,26.6
Softwood,Gorj,1995, Thousands hectares,25.9
Softwood,Gorj,1996, Thousands hectares,26.0
Softwood,Gorj,1997, Thousands hectares,25.8
Softwood,Gorj,1998, Thousands hectares,25.8
Softwood,Gorj,1999, Thousands hectares,26.0
Softwood,Gorj,2000, Thousands hectares,26.0
Softwood,Gorj,2001, Thousands hectares,25.7
Softwood,Gorj,2002, Thousands hectares,25.2
Softwood,Gorj,2003, Thousands hectares,24.6
Softwood,Gorj,2004, Thousands hectares,24.5
Softwood,Gorj,2005, Thousands hectares,23.4
Softwood,Gorj,2006, Thousands hectares,25.0
Softwood,Gorj,2007, Thousands hectares,24.9
Softwood,Gorj,2008, Thousands hectares,25.9
Softwood,Gorj,2009, Thousands hectares,26.0
Softwood,Gorj,2010, Thousands hectares,25.9
Softwood,Gorj,2011, Thousands hectares,26.0
Softwood,Gorj,2012, Thousands hectares,25.9
Softwood,Gorj,2013, Thousands hectares,25.6
Softwood,Gorj,2014, Thousands hectares,25.6
Softwood,Gorj,2015, Thousands hectares,26.3
Softwood,Gorj,2016, Thousands hectares,26.5
Softwood,Gorj,2017, Thousands hectares,26.3
Softwood,Gorj,2018, Thousands hectares,26.1
Softwood,Gorj,2019, Thousands hectares,26.1
Softwood,Mehedinti,1990, Thousands hectares,9.1
Softwood,Mehedinti,1991, Thousands hectares,9.1
Softwood,Mehedinti,1992, Thousands hectares,8.8
Softwood,Mehedinti,1993, Thousands hectares,8.4
Softwood,Mehedinti,1994, Thousands hectares,8.4
Softwood,Mehedinti,1995, Thousands hectares,8.4
Softwood,Mehedinti,1996, Thousands hectares,8.4
Softwood,Mehedinti,1997, Thousands hectares,8.4
Softwood,Mehedinti,1998, Thousands hectares,8.4
Softwood,Mehedinti,1999, Thousands hectares,8.4
Softwood,Mehedinti,2000, Thousands hectares,7.1
Softwood,Mehedinti,2001, Thousands hectares,6.8
Softwood,Mehedinti,2002, Thousands hectares,6.7
Softwood,Mehedinti,2003, Thousands hectares,6.4
Softwood,Mehedinti,2004, Thousands hectares,6.4
Softwood,Mehedinti,2005, Thousands hectares,6.3
Softwood,Mehedinti,2006, Thousands hectares,6.3
Softwood,Mehedinti,2007, Thousands hectares,6.3
Softwood,Mehedinti,2008, Thousands hectares,6.2
Softwood,Mehedinti,2009, Thousands hectares,6.3
Softwood,Mehedinti,2010, Thousands hectares,6.3
Softwood,Mehedinti,2011, Thousands hectares,6.3
Softwood,Mehedinti,2012, Thousands hectares,6.4
Softwood,Mehedinti,2013, Thousands hectares,6.3
Softwood,Mehedinti,2014, Thousands hectares,7.5
Softwood,Mehedinti,2015, Thousands hectares,7.5
Softwood,Mehedinti,2016, Thousands hectares,7.6
Softwood,Mehedinti,2017, Thousands hectares,6.8
Softwood,Mehedinti,2018, Thousands hectares,6.8
Softwood,Mehedinti,2019, Thousands hectares,6.5
Softwood,Olt,1990, Thousands hectares,0.4
Softwood,Olt,1991, Thousands hectares,0.4
Softwood,Olt,1992, Thousands hectares,0.4
Softwood,Olt,1993, Thousands hectares,0.3
Softwood,Olt,1994, Thousands hectares,0.3
Softwood,Olt,1995, Thousands hectares,0.3
Softwood,Olt,1996, Thousands hectares,0.3
Softwood,Olt,1997, Thousands hectares,0.3
Softwood,Olt,1998, Thousands hectares,0.3
Softwood,Olt,1999, Thousands hectares,0.3
Softwood,Olt,2000, Thousands hectares,0.2
Softwood,Olt,2001, Thousands hectares,0.2
Softwood,Olt,2002, Thousands hectares,0.2
Softwood,Olt,2003, Thousands hectares,0.3
Softwood,Olt,2004, Thousands hectares,0.2
Softwood,Olt,2005, Thousands hectares,0.2
Softwood,Olt,2006, Thousands hectares,0.2
Softwood,Olt,2007, Thousands hectares,0.2
Softwood,Olt,2008, Thousands hectares,0.2
Softwood,Olt,2009, Thousands hectares,0.2
Softwood,Olt,2010, Thousands hectares,0.2
Softwood,Olt,2011, Thousands hectares,0.2
Softwood,Olt,2012, Thousands hectares,0.2
Softwood,Olt,2013, Thousands hectares,0.2
Softwood,Olt,2014, Thousands hectares,0.2
Softwood,Olt,2015, Thousands hectares,0.2
Softwood,Olt,2016, Thousands hectares,0.2
Softwood,Olt,2017, Thousands hectares,0.2
Softwood,Olt,2018, Thousands hectares,0.2
Softwood,Olt,2019, Thousands hectares,0.2
Softwood,Valcea,1990, Thousands hectares,82.0
Softwood,Valcea,1991, Thousands hectares,82.7
Softwood,Valcea,1992, Thousands hectares,82.6
Softwood,Valcea,1993, Thousands hectares,80.9
Softwood,Valcea,1994, Thousands hectares,81.6
Softwood,Valcea,1995, Thousands hectares,81.2
Softwood,Valcea,1996, Thousands hectares,81.2
Softwood,Valcea,1997, Thousands hectares,80.9
Softwood,Valcea,1998, Thousands hectares,80.2
Softwood,Valcea,1999, Thousands hectares,80.1
Softwood,Valcea,2000, Thousands hectares,80.0
Softwood,Valcea,2001, Thousands hectares,80.0
Softwood,Valcea,2002, Thousands hectares,79.3
Softwood,Valcea,2003, Thousands hectares,78.7
Softwood,Valcea,2004, Thousands hectares,79.0
Softwood,Valcea,2005, Thousands hectares,92.2
Softwood,Valcea,2006, Thousands hectares,91.6
Softwood,Valcea,2007, Thousands hectares,92.2
Softwood,Valcea,2008, Thousands hectares,92.0
Softwood,Valcea,2009, Thousands hectares,93.8
Softwood,Valcea,2010, Thousands hectares,93.9
Softwood,Valcea,2011, Thousands hectares,93.5
Softwood,Valcea,2012, Thousands hectares,93.6
Softwood,Valcea,2013, Thousands hectares,93.6
Softwood,Valcea,2014, Thousands hectares,93.7
Softwood,Valcea,2015, Thousands hectares,93.6
Softwood,Valcea,2016, Thousands hectares,92.7
Softwood,Valcea,2017, Thousands hectares,92.8
Softwood,Valcea,2018, Thousands hectares,88.7
Softwood,Valcea,2019, Thousands hectares,88.9
Softwood,Regiunea VEST,1990, Thousands hectares,171.2
Softwood,Regiunea VEST,1991, Thousands hectares,171.9
Softwood,Regiunea VEST,1992, Thousands hectares,171.4
Softwood,Regiunea VEST,1993, Thousands hectares,167.7
Softwood,Regiunea VEST,1994, Thousands hectares,166.3
Softwood,Regiunea VEST,1995, Thousands hectares,165.2
Softwood,Regiunea VEST,1996, Thousands hectares,157.5
Softwood,Regiunea VEST,1997, Thousands hectares,156.5
Softwood,Regiunea VEST,1998, Thousands hectares,153.2
Softwood,Regiunea VEST,1999, Thousands hectares,153.3
Softwood,Regiunea VEST,2000, Thousands hectares,153.3
Softwood,Regiunea VEST,2001, Thousands hectares,152.3
Softwood,Regiunea VEST,2002, Thousands hectares,154.7
Softwood,Regiunea VEST,2003, Thousands hectares,154.7
Softwood,Regiunea VEST,2004, Thousands hectares,154.3
Softwood,Regiunea VEST,2005, Thousands hectares,153.3
Softwood,Regiunea VEST,2006, Thousands hectares,147.5
Softwood,Regiunea VEST,2007, Thousands hectares,150.0
Softwood,Regiunea VEST,2008, Thousands hectares,150.7
Softwood,Regiunea VEST,2009, Thousands hectares,151.8
Softwood,Regiunea VEST,2010, Thousands hectares,150.9
Softwood,Regiunea VEST,2011, Thousands hectares,149.6
Softwood,Regiunea VEST,2012, Thousands hectares,147.5
Softwood,Regiunea VEST,2013, Thousands hectares,147.3
Softwood,Regiunea VEST,2014, Thousands hectares,143.6
Softwood,Regiunea VEST,2015, Thousands hectares,142.6
Softwood,Regiunea VEST,2016, Thousands hectares,143.0
Softwood,Regiunea VEST,2017, Thousands hectares,142.0
